Comment,Sentiment Score
Plz stop with the affiliate links,-0.2263
I want a camera mainly for photography..is this a good choice or should I look for another one?,0.5683
https://www.gofundme.com/Leshamakesvideo,0.0
Such a great learning experience watching your videos....thanks sean,0.6249
"Dont have much money to buy 
M starting my channel ...",0.0
"Okay, so bought this and love it. However, my battery when videoing for around 20 minutes is out of juice! Seriously, shouldn't the batter last longer than this? This is a brand new batter right out of the package! Please help Think Media. What should I do?",0.8845
Which camera are you using?,0.0
What about the Panasonic G85? 4k,0.0
This or Panasonic g7?,0.0
Can you share videos to your phone as well? Or only photos?,0.5661
"This video starts with ""best budget"" yet you never mentioned any of the prices. So how do we know what kind of budget you are working with to purchase these cameras? Just an observation.",0.6369
"This video starts with ""best budget"" yet you never mentioned any of the prices. So how do we know what kind of budget you are working with to purchase these cameras? Just an observation.",0.6369
Thanks for your excellent reviews. I am starting my youtube channel for art and craft related stuff and although this is more than I wanted to spend I am pretty sold on this camera now :D,0.9304
"I'm interested in the Canon 80d because of you. I've always been a Nikon user. However I'm looking for a midrange video camera. I've always used DSLR's.I'm interested in the Rode Mic until  I found this comment from someone on Canon's website . Your thoughts?

The 80D is perfect for my needs and I am really happy with it. But the rode videomic go picks up awful interference from cell phones/computers/routers. It ruins footage with terrible audio. The only help anyone has given has been to ""turn off your router and phone"". Which is not possible when I am online working and also recording video. No matter where you go, you're probably near a WiFi signal or cell phone. This is unacceptable. I will be purchasing a different mic and never using this again.",0.4005
"love your video, may i ask what type of microphone attached to the sl2?",0.6369
"Thanks for the review. I wanted a camera that could take good photos and possible videos for my art, and especially when I need to document them for my portfolios but I didn’t need anything fancy since I’m not all that into photography (I am a traditional artist, so need something that will pick up details in my work). Thanks so much! I’m headed to Best Buy in a little bit to buy this camera. I have been researching f o r e v e r as to what to get and this camera is it! (:",0.9609
"Great video! I have a question. In another video you mentioned the kit lens wasn’t great for low light video. You mention a video with low budget lens, Which lens would you recommend for low light?",0.7712
Which is best for video ..eos750d or eos200d??,0.6767
What is the maximun video duration for one video?,0.0
Worth a sub,0.2263
"Do you have a video on navigating the menu on Cannon DSLR's?  Namely the Rebel T6i?   I'm coming from analog video production...we're talking huge, 20lb Ikegami video tape cameras, analog video tape editing, etc.  I understand FPS, Apature, ISO, etc. But where the heck do you dial these in on this camera?",0.3049
"Shit, i love your videos man... Many of the questions i got during this video, you actually answer later on in the video ha ha ha ha ha ha... I´ve been thinking about buying the 80D (after watching many videos on which camera to buy) - and your video just gave me some perspective and shit ha ha ha ha... Anyway, love your work man :-)",0.9623
"Thanks a lot, Sean. I'm just now giving YouTube a serious try, and you are currently the only how-to-have-a-channel-channel guys that I'm following. I've ordered the buget light kit you recommend, and I've also picked up that small Rode mic you have on the camera you're reviewing in this vid. I'm super low budget right now, and not a tech guy, so I think this is going to be the camera for me. Your channel is great, man. Really great. The only problem is you look like an absolute goof when you run. Stop running. Start circuit training man. Running's just not a good look for you. Peace.",0.9531
Could I just use the cameras own grip and still get good results? thinking about taking one to take to Osaka and Kyoto with me for the weekend.. I am packing light with just a backpack and traveling by bullet train from Tokyo!,0.4926
"Dear, I saw this camera on your channel and wanted to buy. As I live in Bosnia, I only have found Canon 200d, which they claim that is the same as sl2. What is the difference, why they have different names if they are the same. Thanks",0.6705
#Convinced,0.0
Bro 200D or 800D?,0.0
"hello sir! ive just subscribed, watched your videos did the necessary things to enter the giveaway contest , about the camera give away ..i just want to reach you out friend i am new to photography and film making but i think i have plenty of presentable photos and videos just using only my phone and my action camera because it is the easiest cheapest way to get 1080p 60fps. please give me a chance to convince you  i am deserving for a camera. i really cant afford one.. please please notice me..",0.9592
Il be getting this after binge watching your videos lol. Thanks!,0.7177
why does your one say rebel on it and my one doesn't,-0.1531
5:03 why are you running like a girl wtf ?,-0.3182
Lol the ad I got is a YouTube video,0.4215
This was a great video.  I watched at least a dozen before selecting a Canon SL2.  Thanks and keep them coming.,0.7906
Is my Samsung Galaxy s8 better than the SL2 or TS7i?? Please let me know.,0.6767
Think Media I'm thinking about buying the Canon SL2... I just have one question does this camera have a clean hdmi out ?,0.4019
Im so confused now. I was just about to get the g7 then I saw this video. Now I’m not sure. I really don’t mind caring around a big camera. I just want which ever one is the best,0.6607
Very useful 👍 keep up man,0.4927
How is the sunlight visibility on sl2? I wish to use only the live view for both taking picture and recording videos.,0.4019
Can you recommend a best budget microphone for audio recording,0.7717
Sean i just bought canon EOS 30d and i dont know how to film on it. can u please help,0.6124
Great video......thank you...,0.6249
Omg are you from Seattle?,0.0
Does this have a clean hdmi out feed for use with a camlink?,0.4019
Went with the SL2 for sure! Love it. :),0.8687
ROAD TO 500K!!!!!,0.0
Hello from Japan. Is this camera capable of high burst mode on a timer? I have the G7X (which I really enjoy) but unfortunately it cannot do high speed burst unless you actually hold the shutter button down. Any info would be greatly appreciated. Thank you.,0.7821
"Dude, thank you for this. I've been going back and forth between this and the 7D and I think for my purpose (beginning family travel blog/vlog) the 200D will be just right. We have been shooting outside footage with our GoPro hero session 5 with 4K (amazing) but when we do head shots of us talking with the GoPro, it looks all wrong (rounded effect). Love your vids, so insightful. Thank you!",0.8644
"Hey,  do you know if this camera ESO SL 200 can be used for live streaming? Does it have clean HDMI out? Thanks for answering. Tom",0.7149
I want dslr,0.0772
"Great information, thanks",0.7906
Thanks for the tips! Thinking about buying the SL2. Also what stabiliser were you using for your shots? Thanks!,0.7494
This video was what helped me find the right camera!! I love my camera it's definitely improved the quality of my videos!! I love that I​ can send photos to my phone directly from the camera!!! I LOVE IT!!! thank you Sean,0.9744
"On my channel, I tell how i was able to get my canon sl2 in my hands for under 200 dollars.",0.0
Hey! Wondering what cámara would you recommend for video on low light as well as photography with 60fps?,0.4199
Thank you for the easy to understand information! I love your channel. I bought the SL2 and am enjoying it so far! I linked your channel in my latest video to give props to you for all your great advice for YouTube! Check it out! https://www.youtube.com/watch?v=PU96vJShrRs&t=1s,0.9599
Which is better t6i or sl2,0.4404
"Hey bro, loved the so good bracelets. Rock them everywhere i go.",0.796
"I was not sure of my choice, but after hearing your comments, I am convinced that this device is completely adapted to my needs. Excellent review and intelligent comments!",0.9248
Awesome,0.6249
SL2 or T6i WHICH IS BETTER???,0.6337
How is the low light video and photo in this? And can this be connected to a Macbook and use that as a viewfinder (like for example when shooting stop motion animation directly on a computer). Thanks!,-0.1759
What's a good camera that can send the video to your phone. So you can edit on your phone.,0.4404
Can this output 1080p for say livestream or connect to OBS?,0.0
"Very clear and helpful, thank you!",0.8293
leaning towards this camera for my new (first) main camera. Moving from a go pro hero 5.. so a new world to learn,0.5574
In video can I set my shutter speed and apature manually and have ISO set to Auto. PS most reviews say the M5 video quality is not very good quality but I've not come across any reviews that say the same about the SL2/200D video.,-0.2051
....no 4k just makes it really tough to go with a budget canon when you can get 4k in comparable cameras....come on Canon....get on the 4k bandwagon,-0.2006
"Hi there! Awesome video. Watching this convinced me to go ahead and purchase the SL2. However I have a question - I was planning on using this to record 1-hour interviews. This is my first DSLR so I'm learning a lot as a go. I've been looking some things up and it seems there's some sort of limitation on video length. Is this really true? If so, is it recommended I use a camcorder instead for a 1-hour interview? Thanks!",0.9291
$499-Digix 7 = Gr8 value. I have a 70D and this is a great camera. No reason to spend $200 more on 7ti,0.8402
"i have been saving up for this camera for months! one of my friends has one and i help her film for her projects and it's one of the most easiest and greatest cameras to work with. and i love filming and editing, especially if it's easy.",0.9683
"Thanks for taking the time to do what you do!! You have helped me decide on buying the SL2, I am a licensed Minister and I write inspirational messages and plan on vlogging so you have definitely steered me in the right direction. God Bless You Man!! Happy New Year!!!",0.958
Hey Sean... was in a fix trying to figure out which camera would be best for my upcoming Youtube channel and the content i plan on creating and i have to say you are a life saver. NEW subscriber!!!! thank you...,0.877
"This video helped me decide what to get, (was looking at Nikon 7100) Thank You... BB23",0.3612
Can this camera be good for wedding videos?,0.4404
What about the Panasonic FZ 82 is it worth it? Just for the 4K and 1200mm lens?,0.3094
Very good Review !,0.54
"I have a YouTube channel this is my dream camera, but I just don’t  have the money! 😭",0.2003
is that a JOBY Gorilla pod Hybrid or Zoom?? thanks,0.504
Which one is the best camera for photography 200d or 700d or 750D or 800D and is 200d good enough to be compare with 80d in picture quality?,0.7964
"Sean!  Nikki got me the SL2 for Christmas and she mentioned your video was super helpful.  Can't wait to step up that Big Kids game!

- Neil",0.8065
Can you use a dummy battery and if so pls link one for me,0.188
canon 200d vs canon 70d which one should i buy .....your advice .............,0.0
If i have to choose between Nikon D5600 and Canon 200D.. which one is best? I will be using it for vlogging.,0.6369
Watching this to get me more hyped as im getting one tommorow,0.0
"Thank you so much, I have been looking at the sl2 for a little while and wasn’t quite sure until this video, it has every thing I need thanks😃",0.624
Can u do a G7X and SL2 comparison? Can't decide.... I love the portability of G7X since I think I'll be carrying it around for traveling and stuff but like u said would love to b able to try out different lenses as a beginner for photography as well. So I wna see how much better the quality is to see if it is worth carrying all tht extra weight haha. Thank you!,0.917
i am gonna buy this tomorrow !!,0.0
"I got this camera a fee days ago to start vlogging... Probably the best camera for the money I have ever seen!  Amazing quality, easy to handle for vlogs! Honestly I take it everywhere now :) hope that helps some people.",0.9719
"im getting this, my phone sucks need to upgrade for my youtube channel",-0.3612
"Pushup game, weak",-0.4404
"YOOoooooo, no way, you live in the area where I used to live!",-0.3595
So you aren't helping me get further faster? 🙁,-0.285
Videomic does not Work no the camera año boda knows why?,0.2235
"That is one very encouraging rectangle. ""I like it. What is it?"" Great review!",0.8906
Great video I just bought the Canon SL2 & is a great easy dslr camera for a beginner like me is brilliant thanks peace,0.9744
I've had my mind set on the Panasonic G7 for some time now. Now I saw this video and I'm swaying in my choice. Any advice on the 2? 4k is great but isn't a deal breaker for me.,0.3716
what mic are you using?,0.0
I am a musician who is look to use a DSLR for recoding my self playing and live streaming. I don't want to spend a ton of money for something that I am just going to put on a stand and hit record or sync up to YouTube.,0.1476
I'm thinking of buying my first camera to make videos and photos. between sl2 and t7i which you recommend me.,0.3612
"This channel is dangerous for someone like me, who is looking to step up their YouTube channel by investing in a new camera, because there are so many videos to watch! My mind has changed from wanting the G7x Mark ii, to the Sony a6000, to the Lumix G7, to now the SL2 thanks to this video. My final decision, as of now, is the SL2, but if anyone has experience and opinions with any of the cameras that I listed, please let me know before I splurge on the SL2 :)",0.8356
i have heard so many different videos confused at what to get so not been able to get any! lol   just trying to find the best for under 500 with a view flip screen I need to see what i am doing.  but i can add light and micro too... and not blurry if i move it around.  Mostly be using inside on projects.,0.5553
Does this shoot 120fps,-0.34
"I think I’m buying this, looks like a great option",0.765
Can the sl2 be connected to a tv monitor for a view finder with a hdmi cord?,0.0
What would u recommend the t3i or sL2 for a beginner youtuber??,0.4329
Thats what i need,0.0
Is the SL2 the same as the T6 1300D 18MP with EF-S ??  Every time i look up the Canon T6....The SL2 comes up???,0.0
"EXCELLENT Video.. THANK YOU!!! I am new to DSLR world of Photography. I am looking to capture dancers, runners and landscapes (sunsets ) This seems like a good pick.. Did I miss how many FPS for still shots? THANK YOU :)",0.9616
"Hi Sean! Great video! I'm looking for a new camera to improve my YouTube channel and was considering the G7X but after watching this video I think it would be more beneficial to get the SL2. I'm not a ""techy"" person but I'm learning so much from you channel because you explain things so well! I subscribed too :)",0.9537
"Sounds like a pretty good camera. One thing it will lack as a DSLR is the capability of being used for streaming via a capture card. Also you kinda always make it sound like mirror-less is worse than DSLR. This is absolutely not the case. In my case, I'm looking at the Sony a5100 as a second camera for video and streaming as it has a clean image setting for HDMI out. Granted, I'm already invested in the Sony ecosystem, but DSLR cannot be used for streaming because of the mirror that won't stay up for a few hours.

But as I said it seems like a pretty good camera and one clever thing about stating out with it is, you can actually adapbt cannon(or any SLR) lenses to mirrorless, so if you chose to go for a mirror-less later, you will at least have your old canon glass to use to begin with :o)",0.977
"You deserve a Like, Comment and Subscribe 👌",0.3612
Best Christmas Gift! Nice Content!💓 Great for vlogging,0.9391
I think it too good,0.4404
To expensive for me💔💔💔,0.0
What are some good lenses for recording video?,0.4404
nice,0.4215
super helpful!!🙌🏻🙌🏻,0.6688
I am SOLD on the sl2 ... but what lens should I get - if any? For making beauty videos,0.7351
"I think I've found my first dslr camera! I saw this in store at a local BestBuy and was amazed how petite it was while still having a nice deep dslr handle grip and feel. The store dealers obviously wanted to persuade me to go up the line to the T7i and even the EOS 70D (because sell higher = meeting quota quicker), but even still I was very magnetized to the SL2 and felt it would be perfect for where I am in photography. As mentioned in this video, it has the dslr fitment which means I can invest into dslr lenses (which is the important long term factor anyways) and because it is so small, when I decide to get into street photography, this will be much less intimidating than say a Nikon D750 or worse, a Canon 1D lol.",0.7705
"Hi, Thanks for making this video. I want to know if we can do Astrophotography with this camera (SL2/200D)?",0.4939
"Sounds great! I want this camera, it sounds amazing and so useful!",0.9182
"Explained good
Thanku",0.4404
"Hi guys!
Can anyone tell me if I can use the touch screen to take picture as well and not only for video?
Thanks!!",0.7074
I'd love to afford the sl2,0.6369
I'm so thankful for your channel cuz I wouldn't know anything about these things cuz you make it interesting to watch plus your super thorough and I'm impressed and very thankful for all your hard work. It's fed worth it!,0.9611
Awesome video! Definitely helped me make a decision on what camera to get.,0.7959
this camera provides great features in this price range.,0.6249
I still think that the sony a6000 is better. Although sony lenses are expensive. Dual Pixel AF is the best!,0.8122
I like this camera! But the focus points is a deal breaker for me,0.4199
I think this is the third time I have watched this. I wanted this camera. I watched about 70D and thought that was better... replayed with and now this is best for me. Just wanting it to go back on sale,0.6369
"Great. Now please research the meaning of the word “budget”. $600 dollars is not budget, and is actually expensive.",0.7506
"Hey sean I shared your giveaway to all my Facebook,Twitter,instagram,and other ways for entries really enjoy your video thank you",0.8122
Does this camera have image stabilization for video recording?,0.0
Hey. Does it have image stabilizer,0.0
So 200 has best auto focus,0.6666
Whered you get that mic at?,0.0
"Hello, I'm just wondering what is the maximum time you can shoot video for on this camera.  Assuming a 128GB card, and recording at 1080p/60fps.  I can't seem to find that information anywhere on the Internet.",-0.34
чувак упоротый в дымину,0.0
Very nice advices 😊,0.4754
What do you think about the cannon power shot ax 60 hs?,0.0
I got this because I had all my canon lenses already. And actually thought of getting the 77D but when I compared the only difference was focus points a more stills per second. Easiest $200 saving that will go toward a new camera when canon finally wake up to 4K at which point this will become b roll. The mic input in front of the flip out screen is a bit inconvenient. But I can live with it. Also nice is the battery door opens when mounted on a tripod plate.,0.6486
You nailed it.,0.0
"I was looking for a DSLR, my budget is about 600 dollars. Mostly I do random videos inside, but once at a while I do vlogs or challenges.
Is the SL2 ideal or would you recommend something else?",0.8519
Thumbs for Sgt. Pepper.,0.0
Subscribed and turned on notifications.  Impressive channel Sean. WEALTH of info!,0.8188
Thanks for Very much your Canon SL2 Review. It's time for me to change my OLD OLD Canon Digital Camera IXUS using all the time for YouTubube Video.,0.4404
What do you think about the Nikon D5600 vs the SL2?,0.0
whats the cheapest lense that can zoom in the farthest for this camera?,0.0
By sean I just bought a canon sl2 please make a video on how to use the camera and the best set up for YouTube video cause I think a lot of poeple are going to buy this camera,0.7579
Does this camera do good with live streaming video?,0.4404
"i wondered , does this amazon link sell the 18-55mm kit lens but with image stabilization?",0.1122
